Original_Name,Original_Folder,New_Name,Category,Status
Asset_153_BONIE.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_153_BONIE_76.mov,Asset,Moved
Asset_154_construct.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_154_construct_77.mov,Asset,Moved
Asset_155_cos.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_155_cos_78.mov,Asset,Moved
Asset_156_dgeng-English.mp4,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_156_dgeng_English_79.mp4,Asset,Moved
Asset_157_dogogogog 1.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_157_dogogogog_1_80.mov,Asset,Moved
Asset_158_dogogogog-English.mp4,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_158_dogogogog_English_81.mp4,Asset,Moved
Asset_159_dogogogog.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_159_dogogogog_82.mov,Asset,Moved
Asset_15_734.jpg,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_15_734_83.jpg,Asset,Moved
Asset_160_Dokter.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_160_Dokter_84.mov,Asset,Moved
Asset_161_eng-English.mp4,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_161_eng_English_85.mp4,Asset,Moved
Asset_162_eng.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_162_eng_86.mov,Asset,Moved
Asset_163_eng2-English.mp4,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_163_eng2_English_87.mp4,Asset,Moved
Asset_164_excasubs.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_164_excasubs_88.mov,Asset,Moved
Asset_165_Frame 629138.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_165_Frame_629138_89.png,Asset,Moved
Asset_166_Frame 629139.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_166_Frame_629139_90.png,Asset,Moved
Asset_167_Frame 629417 1.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_167_Frame_629417_1_91.png,Asset,Moved
Asset_168_Frame 629417.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_168_Frame_629417_92.png,Asset,Moved
Asset_169_Frame 629445.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_169_Frame_629445_93.png,Asset,Moved
Asset_16_736.jpg,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_16_736_94.jpg,Asset,Moved
Asset_170_gabakal menang lawan ai.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_170_gabakal_menang_lawan_ai_95.mov,Asset,Moved
Asset_171_Gemini_Generated_Image_kaeznvkaeznvkaez.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_171_Gemini_Generated_Image_kaeznvkaeznvkaez_96.png,Asset,Moved
Asset_172_Group 2 2.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_172_Group_2_2_97.png,Asset,Moved
Asset_173_image 109.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_173_image_109_98.png,Asset,Moved
Asset_174_image 111.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_174_image_111_99.png,Asset,Moved
Asset_175_image 238.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_175_image_238_100.png,Asset,Moved
Asset_176_image 488.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_176_image_488_101.png,Asset,Moved
Asset_177_image 489.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_177_image_489_102.png,Asset,Moved
Asset_178_image 593.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_178_image_593_103.png,Asset,Moved
Asset_179_IMG_0113.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_179_IMG_0113_104.mov,Asset,Moved
Asset_17_748.jpg,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_17_748_105.jpg,Asset,Moved
Asset_180_IMG_0115.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_180_IMG_0115_106.mov,Asset,Moved
Asset_181_IMG_3037.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_181_IMG_3037_107.mov,Asset,Moved
Asset_182_IMG_4079.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_182_IMG_4079_108.mov,Asset,Moved
Asset_183_IMG_4080.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_183_IMG_4080_109.mov,Asset,Moved
Asset_184_IMG_4081.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_184_IMG_4081_110.mov,Asset,Moved
Asset_185_IMG_4082.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_185_IMG_4082_111.mov,Asset,Moved
Asset_186_IMG_4084 (1).mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_186_IMG_4084_1_112.mov,Asset,Moved
Asset_187_IMG_4084.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_187_IMG_4084_113.mov,Asset,Moved
Asset_188_IMG_4085.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_188_IMG_4085_114.mov,Asset,Moved
Asset_189_IMG_4086.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_189_IMG_4086_115.mov,Asset,Moved
Asset_18_750.jpg,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_18_750_116.jpg,Asset,Moved
Asset_190_IMG_4087.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_190_IMG_4087_117.mov,Asset,Moved
Asset_191_IMG_4088.mov,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_191_IMG_4088_118.mov,Asset,Moved
Asset_192_IMG_4089.mp4,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_192_IMG_4089_119.mp4,Asset,Moved
Asset_193_IMG_4113.mp4,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_193_IMG_4113_120.mp4,Asset,Moved
Asset_194_Knalan.mp4,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_194_Knalan_121.mp4,Asset,Moved
Asset_195_my_notebooks_view_1765438550564.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_195_my_notebooks_view_1765438550564_122.png,Asset,Moved
Asset_196_notebooklm_loading_1765438539172.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_196_notebooklm_loading_1765438539172_123.png,Asset,Moved
Asset_197_Onboarding1 1.mp4,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_197_Onboarding1_1_124.mp4,Asset,Moved
Asset_198_Onboarding1.mp4,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_198_Onboarding1_125.mp4,Asset,Moved
Asset_199_Pasted image 20251210184844.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_199_Pasted_image_20251210184844_126.png,Asset,Moved
Asset_19_752.jpg,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_19_752_127.jpg,Asset,Moved
Asset_1_2026-03-02_value_5x-rule-fitness.mp4,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Point_Asset_1_2026_03_02_value_5x_rule_fitness_128.mp4,Point,Moved
Asset_200_Pasted image 20251210184900.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_200_Pasted_image_20251210184900_129.png,Asset,Moved
Asset_201_Pasted image 20251210184912.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_201_Pasted_image_20251210184912_130.png,Asset,Moved
Asset_202_Pasted image 20251210185809.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_202_Pasted_image_20251210185809_131.png,Asset,Moved
Asset_203_Pasted image 20251210185833.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_203_Pasted_image_20251210185833_132.png,Asset,Moved
Asset_204_Pasted image 20251210185850.png,C:\Users\natha\OneDrive - Bina Nusantara\Cook\VLT_Content\04_HMN_OUTPUTS\All_Assets,Asset_Asset_204_Pasted_image_20251210185850_133.png,Asset,Moved
